sentiment,confidence,image_url
Positive,0.6692,http://farm4.static.flickr.com/3285/2616076098_acf0babe2e.jpg
Positive,0.6698,http://farm4.static.flickr.com/3163/2288234094_538e9b6f88.jpg
Positive,0.6639,http://farm1.static.flickr.com/180/372583988_17b084370e.jpg
Positive,0.6576,http://farm3.static.flickr.com/2066/2337817872_a367aa1c33.jpg
Positive,0.6796,http://farm2.static.flickr.com/1250/1372407342_a9f1031b3a.jpg
Negative,0.6681,http://farm3.static.flickr.com/2345/2277266792_37bdb5a70a.jpg
Positive,0.6699,http://farm2.static.flickr.com/1188/1398966268_5c3f489854.jpg
Positive,0.6663,http://farm3.static.flickr.com/2357/2066373844_98e3439222.jpg
Positive,0.6657,http://farm3.static.flickr.com/2175/1712694419_9d6ea94426.jpg
Positive,0.6627,http://farm2.static.flickr.com/1132/1144668377_0bce52b640.jpg
Positive,0.6601,http://farm3.static.flickr.com/2118/2180569976_7be54252fc.jpg
Highly positive,0.3366,http://farm4.static.flickr.com/3280/2608063878_189d81043a.jpg
Highly positive,0.3396,http://farm1.static.flickr.com/190/440375795_fba9a4c62e.jpg
Neutral,0.6656,http://farm1.static.flickr.com/16/20919891_247f2241e3.jpg
Positive,1.0,http://farm2.static.flickr.com/1142/1012941965_3dedc1cee5.jpg
Positive,1.0,http://farm4.static.flickr.com/3004/2681462341_5ddfe98b27.jpg
Neutral,0.6586,http://farm1.static.flickr.com/122/257473223_5d14cd443d.jpg
Positive,0.6711,http://farm2.static.flickr.com/1345/1301842165_e3ebe5cd3f.jpg
Positive,1.0,http://farm1.static.flickr.com/49/165992570_336a13502c.jpg
Positive,0.6628,http://farm3.static.flickr.com/2362/2067575285_4bd8eaaf38.jpg
Positive,1.0,http://farm3.static.flickr.com/2277/1799356833_9f6bf4f6d3.jpg
Negative,0.67,http://farm3.static.flickr.com/2132/2253875185_f81b35c848.jpg
Positive,1.0,http://farm3.static.flickr.com/2123/2451036433_f155ebb0e5.jpg
Positive,0.6644,http://farm3.static.flickr.com/2092/2222614003_f21dd682ca.jpg
Positive,0.6712,http://farm3.static.flickr.com/2332/2684120423_546189e3bd.jpg
Positive,1.0,http://farm1.static.flickr.com/222/489182323_2013e15673.jpg
Positive,0.6635,http://farm1.static.flickr.com/35/112129206_c34fb71669.jpg
Positive,1.0,http://farm3.static.flickr.com/2253/2135822517_4aabdf08b6.jpg
Positive,0.6645,http://farm3.static.flickr.com/2004/1788161113_4d9994a619.jpg
Positive,1.0,http://farm1.static.flickr.com/221/502123275_cd79134650.jpg
Positive,1.0,http://farm2.static.flickr.com/1422/1428818857_4598191490.jpg
Positive,0.675,http://farm4.static.flickr.com/3099/2342531246_a8e93ce35c.jpg
Positive,0.6585,http://farm1.static.flickr.com/179/456322451_e3fbb2cdaa.jpg
Positive,1.0,http://farm2.static.flickr.com/1158/1203279191_d4ff2da9b1.jpg
Positive,1.0,http://farm1.static.flickr.com/223/499429833_81bfecf86c.jpg
Neutral,0.6708,http://farm1.static.flickr.com/221/512321312_ae500cc306.jpg
Positive,1.0,http://farm1.static.flickr.com/25/44711679_cd30443b48.jpg
Positive,0.6693,http://farm3.static.flickr.com/2041/2030861408_90832b62d5.jpg
Positive,0.6742,http://farm3.static.flickr.com/2330/2275669264_4ede4576dd.jpg
Positive,0.6662,http://farm4.static.flickr.com/3221/2609458082_34d2603561.jpg
Positive,0.3339,http://farm1.static.flickr.com/100/296158695_c8788a75c1.jpg
Highly positive,0.67,http://farm4.static.flickr.com/3108/2692874736_85d5fda41b.jpg
Positive,1.0,http://farm1.static.flickr.com/28/64482096_44ec24f93a.jpg
Positive,0.6601,http://farm1.static.flickr.com/34/115361899_bf532fb78e.jpg
Positive,0.668,http://farm1.static.flickr.com/161/357014889_742f64433a.jpg
Positive,0.6648,http://farm1.static.flickr.com/173/469766491_dc6f1112f4.jpg
Negative,0.3345,http://farm2.static.flickr.com/1328/900339983_dd4804d5c0.jpg
Positive,0.6744,http://farm4.static.flickr.com/3099/2618740779_7ac12bd4a1.jpg
Positive,1.0,http://farm4.static.flickr.com/3273/2706647979_f76911ccdb.jpg
Neutral,0.6663,http://farm1.static.flickr.com/112/270344902_409cd356fb.jpg
Neutral,0.6743,http://farm4.static.flickr.com/3136/2552566183_e84046f7ba.jpg
Positive,0.6596,http://farm1.static.flickr.com/102/264280500_fede8f8e5f.jpg
Positive,1.0,http://farm4.static.flickr.com/3225/2285237825_87817dba9a.jpg
Positive,1.0,http://farm3.static.flickr.com/2090/2235897641_724f24f5f2.jpg
Positive,0.6729,http://farm3.static.flickr.com/2117/2177236207_51e266a4e9.jpg
Positive,0.6628,http://farm4.static.flickr.com/3289/2660354402_3190ce5bf5.jpg
Neutral,0.6679,http://farm1.static.flickr.com/95/254049430_4f64cea384.jpg
Negative,0.669,http://farm1.static.flickr.com/21/24698530_5faf061ffc.jpg
Positive,0.6645,http://farm2.static.flickr.com/1204/530346891_e56cc51b43.jpg
Positive,0.667,http://farm1.static.flickr.com/209/493584509_ee6b90001d.jpg
Positive,1.0,http://farm1.static.flickr.com/202/475721599_c341425b25.jpg
Positive,0.6688,http://farm1.static.flickr.com/21/29567927_adafc7a493.jpg
Positive,0.6727,http://farm1.static.flickr.com/153/395683940_18698aa58f.jpg
Positive,1.0,http://farm1.static.flickr.com/44/107490153_b50c4e0e51.jpg
Positive,0.67,http://farm3.static.flickr.com/2340/1805906529_4edd5f304f.jpg
Positive,0.6622,http://farm1.static.flickr.com/187/376944746_e0b55cf96d.jpg
Positive,1.0,http://farm1.static.flickr.com/15/19519486_9453f1cf25.jpg
Positive,1.0,http://farm4.static.flickr.com/3111/2552119768_bd01b81167.jpg
Neutral,0.6651,http://farm1.static.flickr.com/164/387974445_0ce6c5415b.jpg
Positive,0.6675,http://farm4.static.flickr.com/3047/2373034970_d5cbefb37d.jpg
Positive,0.6664,http://farm4.static.flickr.com/3072/2706166762_e381fd8cca.jpg
Positive,1.0,http://farm4.static.flickr.com/3018/2293440765_bdff8e11f5.jpg
Positive,0.6699,http://farm4.static.flickr.com/3271/2734780698_e00251f8d6.jpg
Highly positive,0.6625,http://farm1.static.flickr.com/82/231779840_b8252ce3af.jpg
Positive,0.666,http://farm1.static.flickr.com/93/208765239_2acca7159b.jpg
Positive,0.6712,http://farm3.static.flickr.com/2322/1587754463_41b195756f.jpg
Neutral,0.6546,http://farm2.static.flickr.com/1196/548781677_6c92cc69fb.jpg
Positive,0.6628,http://farm1.static.flickr.com/123/374168964_6746aa6f3d.jpg
Highly negative,0.6651,http://farm3.static.flickr.com/2142/2444347562_f9e4040c1f.jpg
Positive,0.3401,http://farm3.static.flickr.com/2384/2290551418_867a6849e8.jpg
Negative,0.6584,http://farm3.static.flickr.com/2192/1692673716_8acfa8275b.jpg
Positive,0.6685,http://farm1.static.flickr.com/168/389704534_df74aeaa97.jpg
Positive,0.6654,http://farm1.static.flickr.com/99/260458330_fbab41a9df.jpg
Positive,0.3357,http://farm4.static.flickr.com/3114/2619510628_ae31f3809f.jpg
Positive,1.0,http://farm3.static.flickr.com/2225/2279658051_752c4c8d39.jpg
Positive,1.0,http://farm3.static.flickr.com/2133/2182136442_6e93243f6f.jpg
Positive,0.6723,http://farm1.static.flickr.com/136/379797469_881dd69d8b.jpg
Positive,0.3423,http://farm4.static.flickr.com/3144/2442437924_ec4545225a.jpg
Positive,0.3363,http://farm3.static.flickr.com/2395/2102838989_95433d587d.jpg
Positive,1.0,http://farm1.static.flickr.com/117/257034051_09fe9411a9.jpg
Neutral,0.6508,http://farm3.static.flickr.com/2080/2148278820_a172663288.jpg
Positive,0.676,http://farm3.static.flickr.com/2078/2245164753_59626df137.jpg
Positive,0.6814,http://farm1.static.flickr.com/183/476641364_6e33022ad5.jpg
Positive,1.0,http://farm1.static.flickr.com/39/117314804_8794bede9d.jpg
Positive,0.6669,http://farm3.static.flickr.com/2300/2282214026_5ace7556e3.jpg
Positive,0.6678,http://farm4.static.flickr.com/3065/2564650588_1ab93754bf.jpg
Positive,1.0,http://farm4.static.flickr.com/3021/2378152900_39e5f3f413.jpg
Positive,1.0,http://farm3.static.flickr.com/2215/2049902667_3c1c58e6db.jpg
Neutral,0.6618,http://farm1.static.flickr.com/49/170496154_bff0b67fd7.jpg
Positive,0.6705,http://farm1.static.flickr.com/56/147803743_8318f78789.jpg
Negative,0.3353,http://farm4.static.flickr.com/3060/2561352250_266147ee97.jpg
Neutral,0.6744,http://farm3.static.flickr.com/2313/2207432602_6d6158ae3b.jpg
Highly positive,0.3399,http://farm3.static.flickr.com/2026/2080205608_8bd17defed.jpg
Positive,1.0,http://farm1.static.flickr.com/28/53693316_7a6a8618dd.jpg
Neutral,0.6433,http://farm1.static.flickr.com/25/54293570_72d33e6ccc.jpg
Positive,1.0,http://farm3.static.flickr.com/2158/2234923539_568416eec6.jpg
Negative,0.3389,http://farm1.static.flickr.com/217/448709526_8537236cab.jpg
Neutral,0.6634,http://farm4.static.flickr.com/3205/2335306375_0c442736cc.jpg
Positive,1.0,http://farm3.static.flickr.com/2015/2509283647_faffd1fe5a.jpg
Positive,0.6732,http://farm1.static.flickr.com/157/390589092_dc71745229.jpg
Positive,1.0,http://farm1.static.flickr.com/47/108568913_c249575caa.jpg
Negative,0.3415,http://farm3.static.flickr.com/2253/2409063117_bba24b0a7c.jpg
Positive,1.0,http://farm3.static.flickr.com/2318/2332829481_dc5ee1d433.jpg
Positive,0.6695,http://farm3.static.flickr.com/2079/2253476911_6659d9d906.jpg
Positive,0.6614,http://farm3.static.flickr.com/2211/2215365731_7fa4c50e7b.jpg
Positive,0.6656,http://farm3.static.flickr.com/2092/2753357414_564020e67e.jpg
Positive,1.0,http://farm2.static.flickr.com/1291/559627350_66ca0298ce.jpg
Positive,0.6648,http://farm1.static.flickr.com/164/329834856_1560ecd7c6.jpg
Positive,1.0,http://farm1.static.flickr.com/102/291665567_a314f4757a.jpg
Positive,0.6699,http://farm1.static.flickr.com/31/53243756_d0feef87a5.jpg
Positive,1.0,http://farm1.static.flickr.com/51/106268078_366bd9124f.jpg
Positive,1.0,http://farm3.static.flickr.com/2195/2369174469_c02b2ddc58.jpg
Neutral,0.661,http://farm1.static.flickr.com/73/210735125_f639241635.jpg
Negative,1.0,http://farm2.static.flickr.com/1022/1191788505_82c2c9ba3f.jpg
Negative,1.0,http://farm3.static.flickr.com/2211/2327330940_b5c0abea50.jpg
Positive,0.6638,http://farm3.static.flickr.com/2029/1807386629_8bf723e78b.jpg
Neutral,0.6579,http://farm2.static.flickr.com/1398/715997764_bd0a73475b.jpg
Neutral,0.3376,http://farm1.static.flickr.com/40/78993259_93503b4e45.jpg
Negative,1.0,http://farm1.static.flickr.com/34/112265090_a335b6aea1.jpg
Positive,0.6665,http://farm4.static.flickr.com/3209/2746312880_3e35022459.jpg
Positive,0.6677,http://farm2.static.flickr.com/1347/1182335779_398ac8f642.jpg
Positive,0.6912,http://farm4.static.flickr.com/3249/2487329640_b0fbb617a2.jpg
Neutral,0.6663,http://farm1.static.flickr.com/185/447044228_5076f2755f.jpg
Neutral,0.6702,http://farm1.static.flickr.com/30/54113300_5468f997dd.jpg
Positive,0.667,http://farm1.static.flickr.com/3/4594639_7d92a87b69.jpg
Positive,0.6663,http://farm1.static.flickr.com/28/59948935_a91e6e451d.jpg
Negative,0.3396,http://farm1.static.flickr.com/123/330138794_da4664d8c8.jpg
Neutral,0.6669,http://farm3.static.flickr.com/2359/2027390064_4f026b7f58.jpg
Positive,1.0,http://farm3.static.flickr.com/2102/2485285104_cce23528be.jpg
Negative,0.6564,http://farm1.static.flickr.com/82/250734737_0c1ac4b96d.jpg
Negative,0.6674,http://farm3.static.flickr.com/2266/2074181992_acd4bf86e5.jpg
Positive,0.6764,http://farm1.static.flickr.com/49/111716534_0749068f97.jpg
Positive,1.0,http://farm1.static.flickr.com/84/237130712_b1b8e17b27.jpg
Neutral,0.669,http://farm1.static.flickr.com/61/204618579_e341b41f39.jpg
Neutral,0.3363,http://farm1.static.flickr.com/75/230447553_9dfef6b5be.jpg
Negative,0.3402,http://farm3.static.flickr.com/2010/1847146564_45f3735afd.jpg
Negative,0.6654,http://farm3.static.flickr.com/2229/2236853752_126449bdd4.jpg
Neutral,0.3392,http://farm1.static.flickr.com/35/116168662_647e7bbd45.jpg
Positive,1.0,http://farm1.static.flickr.com/50/130569789_aa7e4e5b6e.jpg
Neutral,0.6657,http://farm1.static.flickr.com/55/142069881_8c6157afba.jpg
Positive,0.6675,http://farm2.static.flickr.com/1067/1051792900_4138271f2f.jpg
Neutral,1.0,http://farm1.static.flickr.com/103/261607415_de11fc0e09.jpg
Highly positive,0.3359,http://farm4.static.flickr.com/3087/2591500285_599326061f.jpg
Negative,1.0,http://farm2.static.flickr.com/1040/975143561_54477281d6.jpg
Positive,1.0,http://farm2.static.flickr.com/1093/1191927523_e92b3e1175.jpg
Positive,1.0,http://farm2.static.flickr.com/1126/1116000777_19fcdf3c41.jpg
Negative,0.3373,http://farm2.static.flickr.com/1056/860673020_e4b736ebc6.jpg
Positive,0.6648,http://farm1.static.flickr.com/40/105610347_713eea4dff.jpg
Positive,0.661,http://farm4.static.flickr.com/3222/2429078513_ff312fc94c.jpg
Positive,0.6637,http://farm1.static.flickr.com/157/357930166_639ef953c1.jpg
Positive,1.0,http://farm1.static.flickr.com/156/344243277_b8b73434b9.jpg
Neutral,1.0,http://farm4.static.flickr.com/3213/2602714652_8e7bd4662e.jpg
Positive,0.6692,http://farm1.static.flickr.com/102/254845218_ceebccf7f0.jpg
Positive,0.661,http://farm1.static.flickr.com/33/43615389_138ee3a230.jpg
Positive,0.6622,http://farm1.static.flickr.com/51/106702199_e08e7ac47a.jpg
Positive,0.6691,http://farm3.static.flickr.com/2053/2509232899_06c34caefe.jpg
Positive,0.6661,http://farm4.static.flickr.com/3105/2485093435_aa450181e6.jpg
Positive,1.0,http://farm3.static.flickr.com/2355/2407246279_08c9626408.jpg
Neutral,0.6715,http://farm1.static.flickr.com/75/209344370_534d21967d.jpg
Positive,1.0,http://farm3.static.flickr.com/2047/2291103049_e2b3fac574.jpg
Positive,1.0,http://farm1.static.flickr.com/173/432735173_fcece26465.jpg
Negative,0.6664,http://farm1.static.flickr.com/175/420184193_66f66e2877.jpg
Positive,0.6669,http://farm1.static.flickr.com/26/63451264_d88b390a3d.jpg
Positive,1.0,http://farm3.static.flickr.com/2108/2122790154_b1d234e492.jpg
Positive,1.0,http://farm1.static.flickr.com/6/8585299_a2bae207e8.jpg
Positive,0.3353,http://farm3.static.flickr.com/2017/2291115281_1e1556c044.jpg
Positive,0.677,http://farm3.static.flickr.com/2196/2245037897_bbabe050ba.jpg
Positive,1.0,http://farm4.static.flickr.com/3171/2408268920_83ee716daa.jpg
Neutral,0.3376,http://farm3.static.flickr.com/2074/1803013477_3629c6bd28.jpg
Positive,0.6741,http://farm4.static.flickr.com/3215/2291111069_2fca9c23c0.jpg
Positive,1.0,http://farm2.static.flickr.com/1235/1138369583_a7b1169749.jpg
Positive,0.6724,http://farm3.static.flickr.com/2031/2312297940_f0467e4187.jpg
Neutral,0.3343,http://farm3.static.flickr.com/2390/2411140947_4666c484a3.jpg
Positive,0.3345,http://farm1.static.flickr.com/98/209190579_e020b1e96c.jpg
Neutral,1.0,http://farm1.static.flickr.com/27/56762297_03bb95c572.jpg
Positive,1.0,http://farm1.static.flickr.com/191/508167895_d7285e2ddf.jpg
Positive,1.0,http://farm2.static.flickr.com/1331/1333190020_63af09ed0d.jpg
Positive,0.6608,http://farm2.static.flickr.com/1347/1402798137_f04674ef72.jpg
Positive,0.6648,http://farm3.static.flickr.com/2328/2411964354_5a1347f1d0.jpg
Positive,0.3426,http://farm1.static.flickr.com/51/139705023_a5ab70111a.jpg
Positive,1.0,http://farm1.static.flickr.com/79/247013173_378b357a44.jpg
Positive,1.0,http://farm1.static.flickr.com/154/372594794_80930de136.jpg
Positive,1.0,http://farm1.static.flickr.com/23/28725334_33da7634e8.jpg
Positive,0.677,http://farm1.static.flickr.com/31/37053618_fe9bb4a1eb.jpg
Neutral,0.664,http://farm1.static.flickr.com/80/235512545_b5da0d4c06.jpg
Neutral,0.6632,http://farm3.static.flickr.com/2215/2198008454_1fdbfc1963.jpg
Negative,0.3368,http://farm3.static.flickr.com/2187/2301249173_67b275e343.jpg
Positive,0.6663,http://farm1.static.flickr.com/173/396238399_23c37d9699.jpg
Positive,1.0,http://farm3.static.flickr.com/2040/1809287249_5fbf7a8dd7.jpg
Positive,1.0,http://farm3.static.flickr.com/2143/2176400374_3aba8385e6.jpg
Positive,0.667,http://farm1.static.flickr.com/124/351820790_6db70645ed.jpg
Positive,0.6679,http://farm4.static.flickr.com/3210/2617933784_e25bd88f62.jpg
Positive,1.0,http://farm2.static.flickr.com/1129/578320275_d460585147.jpg
Positive,0.6655,http://farm1.static.flickr.com/63/172859495_ae2f088ad8.jpg
Negative,0.6599,http://farm1.static.flickr.com/99/312128717_f9f599bbda.jpg
Positive,1.0,http://farm3.static.flickr.com/2366/2267201724_8f45a76357.jpg
Negative,0.6743,http://farm1.static.flickr.com/23/34780928_01dba903b3.jpg
Positive,0.6571,http://farm1.static.flickr.com/94/229534338_995b767ba4.jpg
Positive,0.6641,http://farm3.static.flickr.com/2094/1846671536_69347b1428.jpg
Neutral,0.6659,http://farm1.static.flickr.com/107/291003016_7ee82af0eb.jpg
Positive,0.6656,http://farm1.static.flickr.com/222/504849405_cfa8552d71.jpg
Neutral,0.6769,http://farm2.static.flickr.com/1126/743291831_05715d5d55.jpg
Neutral,1.0,http://farm3.static.flickr.com/2139/1648241514_676f4b8091.jpg
Neutral,1.0,http://farm3.static.flickr.com/2269/1523445351_8bd7ecca99.jpg
Positive,0.6678,http://farm1.static.flickr.com/212/483733933_efb953ec8f.jpg
Positive,0.6646,http://farm3.static.flickr.com/2018/2461739480_699a857ef1.jpg
Negative,1.0,http://farm2.static.flickr.com/1184/1414296703_0716b91e01.jpg
Positive,0.664,http://farm3.static.flickr.com/2089/2402555536_b7c1de3fa0.jpg
Neutral,0.6559,http://farm1.static.flickr.com/58/164438294_6d7df5dff8.jpg
Positive,1.0,http://farm1.static.flickr.com/48/186349089_4255c4f669.jpg
Positive,1.0,http://farm2.static.flickr.com/1070/1011919881_483ffd82fa.jpg
Neutral,1.0,http://farm1.static.flickr.com/103/286116320_2719ca47c2.jpg
Positive,1.0,http://farm1.static.flickr.com/165/419219967_b8310c23ef.jpg
Positive,1.0,http://farm3.static.flickr.com/2118/1491084123_9dddc5cef2.jpg
Neutral,0.6639,http://farm3.static.flickr.com/2113/1591681094_f90c1284a4.jpg
Neutral,0.6599,http://farm1.static.flickr.com/80/271389969_2be55f076c.jpg
Negative,0.3353,http://farm1.static.flickr.com/80/221899761_c0bf969cc0.jpg
Positive,0.6742,http://farm1.static.flickr.com/224/448487656_0582670334.jpg
Neutral,0.6712,http://farm2.static.flickr.com/1239/526617032_005d762e51.jpg
Positive,1.0,http://farm3.static.flickr.com/2072/2345223609_0125349f02.jpg
Positive,0.671,http://farm3.static.flickr.com/2264/1772972396_c5885743d0.jpg
Neutral,0.3355,http://farm3.static.flickr.com/2219/2187325054_d2c6e45fd1.jpg
Positive,0.6703,http://farm4.static.flickr.com/3165/2642139074_23d0a87c43.jpg
Positive,0.6689,http://farm1.static.flickr.com/117/300535417_7ab6151336.jpg
Positive,1.0,http://farm1.static.flickr.com/64/166536386_dea8b6f7ff.jpg
Neutral,0.6721,http://farm1.static.flickr.com/143/380729876_2bc608fc66.jpg
Positive,0.3387,http://farm2.static.flickr.com/1319/703476356_990e40a55a.jpg
Positive,1.0,http://farm2.static.flickr.com/1408/1362575239_ef9eafa003.jpg
Neutral,0.6698,http://farm1.static.flickr.com/50/134586533_abec6b0759.jpg
Highly positive,0.6739,http://farm1.static.flickr.com/54/125795817_f844cc55af.jpg
Positive,0.6673,http://farm3.static.flickr.com/2078/2260022561_fca630bb5f.jpg
Neutral,0.6644,http://farm1.static.flickr.com/1/124456417_ecf8f65500.jpg
Positive,1.0,http://farm3.static.flickr.com/2371/2191223539_2153514dde.jpg
Positive,0.683,http://farm1.static.flickr.com/148/365782345_3df863e462.jpg
Positive,1.0,http://farm3.static.flickr.com/2304/2280358783_dcf44ea94c.jpg
Positive,1.0,http://farm1.static.flickr.com/13/15897267_f5ccdc7653.jpg
Positive,1.0,http://farm3.static.flickr.com/2334/2469735861_f1a675bd9f.jpg
Neutral,0.6693,http://farm3.static.flickr.com/2295/2049895926_6dee54fe6f.jpg
Highly positive,0.3435,http://farm1.static.flickr.com/226/496733527_dd953617b2.jpg
Neutral,1.0,http://farm1.static.flickr.com/77/226849105_8c1642d454.jpg
Positive,0.6662,http://farm2.static.flickr.com/1422/1468342122_ded21d620a.jpg
Positive,0.6622,http://farm2.static.flickr.com/1029/1392236004_743ccb5760.jpg
Negative,0.6588,http://farm2.static.flickr.com/1008/1348916133_d3db8dea8a.jpg
Negative,1.0,http://farm1.static.flickr.com/218/464412956_a384f53e51.jpg
Positive,0.6755,http://farm1.static.flickr.com/72/177870895_2e769f111d.jpg
Positive,0.6662,http://farm2.static.flickr.com/1163/1450899053_164b2209e3.jpg
Positive,0.6679,http://farm3.static.flickr.com/2189/2250957820_97be28d8f9.jpg
Positive,0.6632,http://farm4.static.flickr.com/3164/2337307518_4716168a5d.jpg
Positive,0.6731,http://farm4.static.flickr.com/3058/2390454442_60904ca417.jpg
Neutral,0.6694,http://farm3.static.flickr.com/2182/2279781824_961af17f98.jpg
Highly negative,0.3378,http://farm1.static.flickr.com/151/383143568_614b24241d.jpg
Negative,0.6478,http://farm1.static.flickr.com/119/385263130_c928a1e5a4.jpg
Neutral,0.3363,http://farm3.static.flickr.com/2191/2113375004_504a53691b.jpg
Positive,0.6618,http://farm1.static.flickr.com/223/512143861_56f3197578.jpg
Positive,1.0,http://farm4.static.flickr.com/3176/2617285928_862abbdc5a.jpg
Positive,1.0,http://farm4.static.flickr.com/3163/2544715961_2fa26952ea.jpg
Positive,0.6747,http://farm2.static.flickr.com/1049/818930483_2cbc36d2bc.jpg
Neutral,0.6592,http://farm1.static.flickr.com/47/183268842_42e30a6c75.jpg
Negative,0.6729,http://farm1.static.flickr.com/21/39639654_c860c84b25.jpg
Neutral,1.0,http://farm1.static.flickr.com/71/194974558_50b2c37f7e.jpg
Highly positive,0.3424,http://farm2.static.flickr.com/1143/531331200_72dd45112f.jpg
Neutral,0.6618,http://farm1.static.flickr.com/55/192347823_5cf42cbca0.jpg
Positive,0.6581,http://farm1.static.flickr.com/132/402810409_236dc706c8.jpg
Positive,0.6656,http://farm1.static.flickr.com/161/338296980_6bac5a5362.jpg
Neutral,0.6587,http://farm1.static.flickr.com/229/456378682_223a19bcf1.jpg
Positive,0.6656,http://farm4.static.flickr.com/3292/2313595840_0c9224f333.jpg
Positive,0.6618,http://farm4.static.flickr.com/3268/2444462199_81a732de38.jpg
Highly negative,0.3391,http://farm1.static.flickr.com/154/364409120_5aa8e995f4.jpg
Negative,1.0,http://farm1.static.flickr.com/28/54608535_e4f31efbc4.jpg
Positive,0.6632,http://farm2.static.flickr.com/1435/850297996_f6d41fa842.jpg
Neutral,0.3358,http://farm1.static.flickr.com/139/338299176_aaf55f3049.jpg
Neutral,0.3393,http://farm1.static.flickr.com/146/370632119_9e34e0fca4.jpg
Positive,1.0,http://farm3.static.flickr.com/2128/1561993591_645d60e214.jpg
Positive,0.6671,http://farm1.static.flickr.com/166/340823275_7869554baf.jpg
Negative,0.6648,http://farm1.static.flickr.com/47/124752034_30c40f9f2e.jpg
Positive,0.6638,http://farm2.static.flickr.com/1145/840655757_678784a1db.jpg
Neutral,0.6626,http://farm3.static.flickr.com/2035/2284880839_c9c0567591.jpg
Negative,0.3441,http://farm1.static.flickr.com/26/60045113_e995492fce.jpg
Neutral,0.3362,http://farm4.static.flickr.com/3057/2609400107_d2c2ea3364.jpg
Positive,1.0,http://farm1.static.flickr.com/29/93014168_edfc739df5.jpg
Negative,0.3353,http://farm3.static.flickr.com/2137/2101143567_b7a943cfae.jpg
Neutral,0.6618,http://farm1.static.flickr.com/14/17054786_6d2e99c827.jpg
Neutral,0.6683,http://farm1.static.flickr.com/42/121820167_684de5132f.jpg
Neutral,0.665,http://farm2.static.flickr.com/1161/1445953616_448dc5f91c.jpg
Positive,0.6625,http://farm3.static.flickr.com/2145/2175727494_56b9187410.jpg
Neutral,0.6651,http://farm2.static.flickr.com/1393/818929955_265b7f7c68.jpg
Positive,1.0,http://farm4.static.flickr.com/3173/2513329306_5840a04248.jpg
Neutral,0.6559,http://farm2.static.flickr.com/1342/1330637827_5240905ad5.jpg
Negative,0.6604,http://farm1.static.flickr.com/14/17055096_92926660a1.jpg
Highly negative,0.335,http://farm4.static.flickr.com/3253/2660893971_4a0ac2e650.jpg
Negative,0.3384,http://farm2.static.flickr.com/1158/840655733_5615851cf4.jpg
Positive,0.6652,http://farm1.static.flickr.com/158/340831051_66a5ce120f.jpg
Positive,1.0,http://farm2.static.flickr.com/1344/1149866217_9267b6c5e3.jpg
Positive,1.0,http://farm2.static.flickr.com/1299/1297349116_66a945520d.jpg
Positive,0.6693,http://farm1.static.flickr.com/83/243756253_9971abd01f.jpg
Highly positive,0.3417,http://farm4.static.flickr.com/3186/2281378474_082178b529.jpg
Positive,0.6685,http://farm1.static.flickr.com/55/137347337_c05565ccfa.jpg
Positive,1.0,http://farm1.static.flickr.com/83/243123725_7a3df9b3de.jpg
Positive,1.0,http://farm1.static.flickr.com/56/177315721_03c11ce0fa.jpg
Positive,0.6517,http://farm4.static.flickr.com/3044/2296165917_a60bf1d2d3.jpg
Positive,0.6658,http://farm1.static.flickr.com/162/422787854_83b85e4dd2.jpg
Highly positive,0.6627,http://farm3.static.flickr.com/2278/2425374221_e7e9cd85a6.jpg
Positive,0.6712,http://farm3.static.flickr.com/2029/2266811441_2a391d9a66.jpg
Positive,1.0,http://farm2.static.flickr.com/1067/1184164775_2d0763cbe7.jpg
Positive,1.0,http://farm2.static.flickr.com/1012/540568779_ff0cff9fdd.jpg
Positive,1.0,http://farm1.static.flickr.com/87/236008767_638b82aa09.jpg
Positive,0.6763,http://farm1.static.flickr.com/121/272437096_5e99c47bdb.jpg
Positive,1.0,http://farm2.static.flickr.com/1186/1091156193_468a11c386.jpg
Negative,0.6638,http://farm2.static.flickr.com/1006/853317230_75a03e98ee.jpg
Neutral,0.3399,http://farm3.static.flickr.com/2157/2505448025_fb0a06261f.jpg
Neutral,0.6535,http://farm1.static.flickr.com/191/443411337_df3a781922.jpg
Positive,0.6725,http://farm4.static.flickr.com/3102/2297555157_d7ce3aee94.jpg
Positive,0.6693,http://farm3.static.flickr.com/2401/2101856332_eaf92d8ab4.jpg
Positive,0.6711,http://farm3.static.flickr.com/2186/2314506056_bc47f10f13.jpg
Positive,0.6677,http://farm2.static.flickr.com/1193/1484629530_e090e2ba65.jpg
Negative,1.0,http://farm2.static.flickr.com/1418/1490512802_b2d8bb7497.jpg
Positive,1.0,http://farm3.static.flickr.com/2014/2105187019_59c0a299e3.jpg
Negative,0.6667,http://farm3.static.flickr.com/2307/2209731656_8a2fafc481.jpg
Positive,0.675,http://farm3.static.flickr.com/2143/2459451869_66d1243177.jpg
Negative,0.6675,http://farm3.static.flickr.com/2295/2344072110_68cf37d49f.jpg
Positive,1.0,http://farm1.static.flickr.com/4/9103243_3c3ddc7355.jpg
Positive,1.0,http://farm1.static.flickr.com/112/311285917_ac31adb80a.jpg
Positive,1.0,http://farm1.static.flickr.com/5/4823914_9aed210243.jpg
Positive,1.0,http://farm3.static.flickr.com/2028/2245088329_d84f2111ae.jpg
Highly positive,0.3366,http://farm1.static.flickr.com/11/17554898_dff2ef8074.jpg
